Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
28-Sep-2018,11008.1,11034.1,10850.3,10930.45,492894147,23227.86
01-Oct-2018,10930.9,11035.65,10821.55,11008.3,398987274,20391.72
03-Oct-2018,10982.7,10989.05,10843.75,10858.25,398756507,21225.59
04-Oct-2018,10754.7,10754.7,10547.25,10599.25,438202008,23711.57
05-Oct-2018,10514.1,10540.65,10261.9,10316.45,625153832,25254.21
08-Oct-2018,10310.15,10398.35,10198.4,10348.05,470279031,22130.94
09-Oct-2018,10390.3,10397.6,10279.35,10301.05,443795275,18285.41
10-Oct-2018,10331.85,10482.35,10318.25,10460.1,373844130,19592.59
11-Oct-2018,10169.8,10335.95,10138.6,10234.65,498509417,21907.13
12-Oct-2018,10331.55,10492.45,10322.15,10472.5,354056762,18606.04
15-Oct-2018,10524.2,10526.3,10410.15,10512.5,267517728,14372.15
16-Oct-2018,10550.15,10604.9,10525.3,10584.75,273444095,15453.03
17-Oct-2018,10688.7,10710.15,10436.45,10453.05,293586908,17173.14
19-Oct-2018,10339.7,10380.1,10249.6,10303.55,368552204,20505.66
22-Oct-2018,10405.85,10408.55,10224,10245.25,306472776,17241.94
23-Oct-2018,10152.6,10222.1,10102.35,10146.8,312042090,18114.71
24-Oct-2018,10278.15,10290.65,10126.7,10224.75,362272428,19413.24
25-Oct-2018,10135.05,10166.6,10079.3,10124.9,522421914,23503.76
26-Oct-2018,10122.35,10128.85,10004.55,10030,375563273,16120.14
29-Oct-2018,10078.1,10275.3,10020.35,10250.85,375749433,17514.85
30-Oct-2018,10239.4,10285.1,10175.35,10198.4,298753965,14789.51
31-Oct-2018,10209.55,10396,10105.1,10386.6,386618948,21513.85
01-Nov-2018,10441.7,10441.9,10341.9,10380.45,359340403,18111.88
02-Nov-2018,10462.3,10606.95,10457.7,10553,434175607,21758.8
05-Nov-2018,10558.75,10558.8,10477,10524,311176379,14761.17
06-Nov-2018,10552,10600.25,10491.45,10530,309878810,14006.19
07-Nov-2018,10614.45,10616.45,10582.3,10598.4,32194181,1534.08
09-Nov-2018,10614.7,10619.55,10544.85,10585.2,305817331,15294.83
12-Nov-2018,10607.8,10645.5,10464.05,10482.2,267710127,13445.33
13-Nov-2018,10451.9,10596.25,10440.55,10582.5,262541595,13078.98
14-Nov-2018,10634.9,10651.6,10532.7,10576.3,396373781,19374.89
15-Nov-2018,10580.6,10646.5,10557.5,10616.7,306011926,14937.67
16-Nov-2018,10644,10695.15,10631.15,10682.2,353384918,16728.88
19-Nov-2018,10731.25,10774.7,10688.8,10763.4,280522364,13540.9
20-Nov-2018,10740.1,10740.85,10640.85,10656.2,304322623,13077.24
21-Nov-2018,10670.95,10671.3,10562.35,10600.05,310191008,15382.32
22-Nov-2018,10612.65,10646.25,10512,10526.75,246926671,12254.36
26-Nov-2018,10568.3,10637.8,10489.75,10628.6,332863041,15927.25
27-Nov-2018,10621.45,10695.15,10596.35,10685.6,382834178,17296.28
28-Nov-2018,10708.75,10757.8,10699.85,10728.85,437627174,17737.28
29-Nov-2018,10808.7,10883.05,10782.35,10858.7,712650890,26283.43
30-Nov-2018,10892.1,10922.45,10835.1,10876.75,467857329,19964.33
03-Dec-2018,10930.7,10941.2,10845.35,10883.75,422358631,18484.91
04-Dec-2018,10877.1,10890.95,10833.35,10869.5,332137359,15857.16
05-Dec-2018,10820.45,10821.05,10747.95,10782.9,322019985,15176.26
06-Dec-2018,10718.15,10722.65,10588.25,10601.15,328275196,16488.87
07-Dec-2018,10644.8,10704.55,10599.35,10693.7,335849636,18597.83
10-Dec-2018,10508.7,10558.85,10474.95,10488.45,393097292,16524.36
11-Dec-2018,10350.05,10567.15,10333.85,10549.15,438699334,20112.91
12-Dec-2018,10591,10752.2,10560.8,10737.6,371697496,17447.45
13-Dec-2018,10810.75,10838.6,10749.5,10791.55,387810061,17582.8
14-Dec-2018,10784.5,10815.75,10752.1,10805.45,350579275,14486.1
17-Dec-2018,10853.2,10900.35,10844.85,10888.35,306145514,12528.59
18-Dec-2018,10850.9,10915.4,10819.1,10908.7,294942271,13556.45
19-Dec-2018,10930.55,10985.15,10928,10967.3,321801803,17172.64
20-Dec-2018,10885.2,10962.55,10880.05,10951.7,328802751,14945.94
21-Dec-2018,10944.25,10963.65,10738.65,10754,389235107,18663.85
24-Dec-2018,10780.9,10782.3,10649.25,10663.5,230291344,10695.6
26-Dec-2018,10635.45,10747.5,10534.55,10729.85,271942701,12831.99
27-Dec-2018,10817.9,10834.2,10764.45,10779.8,470160392,19119.88
28-Dec-2018,10820.95,10893.6,10817.15,10859.9,253086507,12615.01
31-Dec-2018,10913.2,10923.55,10853.2,10862.55,186494657,10176.13
01-Jan-2019,10881.7,10923.6,10807.1,10910.1,159404542,8688.26
02-Jan-2019,10868.85,10895.35,10735.05,10792.5,309665939,15352.25
03-Jan-2019,10796.8,10814.05,10661.25,10672.25,286241745,15030.45
04-Jan-2019,10699.7,10741.05,10628.65,10727.35,296596655,14516.74
07-Jan-2019,10804.85,10835.95,10750.15,10771.8,269371080,12731.29
08-Jan-2019,10786.25,10818.45,10733.25,10802.15,277697672,13433.48
09-Jan-2019,10862.4,10870.4,10749.4,10855.15,333010535,16213.3
10-Jan-2019,10859.35,10859.35,10801.8,10821.6,254365477,12031.26
11-Jan-2019,10834.75,10850.15,10739.4,10794.95,260792200,13084.6
14-Jan-2019,10807,10808,10692.35,10737.6,298774178,12732.57
15-Jan-2019,10777.55,10896.95,10777.55,10886.8,310737078,14879.91
16-Jan-2019,10899.65,10928.15,10876.9,10890.3,276539042,13081.63
17-Jan-2019,10920.85,10930.65,10844.65,10905.2,271676319,13215.83
18-Jan-2019,10914.85,10928.2,10852.2,10906.95,323814108,16408.83
21-Jan-2019,10919.35,10987.45,10885.75,10961.85,288829125,17289.7
22-Jan-2019,10949.8,10949.8,10864.15,10922.75,300768112,17483.62
23-Jan-2019,10931.05,10944.8,10811.95,10831.5,298876314,14736.91
24-Jan-2019,10844.05,10866.6,10798.65,10849.8,361082096,15298.48
25-Jan-2019,10859.75,10931.7,10756.45,10780.55,463444758,20542.36
28-Jan-2019,10792.45,10804.45,10630.95,10661.55,419682627,21144.33
29-Jan-2019,10653.7,10690.35,10583.65,10652.2,356908994,18832.06
30-Jan-2019,10702.25,10710.2,10612.85,10651.8,410107910,21214.81
31-Jan-2019,10690.55,10838.05,10678.55,10830.95,604818027,27471.18
01-Feb-2019,10851.35,10983.45,10813.45,10893.65,482272661,23112.37
04-Feb-2019,10876.75,10927.9,10814.15,10912.25,318300039,15478.81
05-Feb-2019,10908.65,10956.7,10886.7,10934.35,268095127,13435.13
06-Feb-2019,10965.1,11072.6,10962.7,11062.45,298510497,15172.85
07-Feb-2019,11070.45,11118.1,11043.6,11069.4,263544426,13542.69
08-Feb-2019,11023.5,11041.2,10925.45,10943.6,352787419,15507.05
11-Feb-2019,10930.9,10930.9,10857.1,10888.8,285985383,13818.92
12-Feb-2019,10879.7,10910.9,10823.8,10831.4,292314643,14424.78
13-Feb-2019,10870.55,10891.65,10772.1,10793.65,321958549,15360.98
14-Feb-2019,10786.1,10792.7,10718.75,10746.05,627041405,20797.41
15-Feb-2019,10780.25,10785.75,10620.4,10724.4,521876968,20733.95
18-Feb-2019,10738.65,10759.9,10628.4,10640.95,345440240,14903.19
19-Feb-2019,10636.7,10722.85,10585.65,10604.35,291507060,13765.01
20-Feb-2019,10655.45,10752.7,10646.4,10735.45,289195306,13209.71
21-Feb-2019,10744.1,10808.85,10721.5,10789.85,279584955,14758.5
22-Feb-2019,10782.7,10801.55,10758.4,10791.65,396846597,24386.42
25-Feb-2019,10813.25,10887.1,10788.05,10880.1,385905142,16466.09
26-Feb-2019,10775.3,10888.75,10729.3,10835.3,414954476,19186.75
27-Feb-2019,10881.2,10939.7,10751.2,10806.65,381080073,18313.85
28-Feb-2019,10865.7,10865.7,10784.85,10792.5,644159018,27123.34
01-Mar-2019,10842.65,10877.9,10823.1,10863.5,308526309,15010.06
05-Mar-2019,10864.85,10994.9,10817,10987.45,373220239,17960.03
06-Mar-2019,11024.85,11062.3,10998.85,11053,372550850,17850.93
07-Mar-2019,11077.95,11089.05,11027.1,11058.2,321208766,15321.68
08-Mar-2019,11038.85,11049,11008.95,11035.4,326569833,14369.77
11-Mar-2019,11068.75,11180.9,11059.85,11168.05,352242287,17349.95
12-Mar-2019,11231.35,11320.4,11227,11301.2,391310519,20861.35
13-Mar-2019,11326.2,11352.3,11276.6,11341.7,382996187,20851.67
14-Mar-2019,11382.5,11383.45,11313.75,11343.25,294480678,15661.05
15-Mar-2019,11376.85,11487,11370.8,11426.85,463704896,25143.26
18-Mar-2019,11473.85,11530.15,11412.5,11462.2,320250041,16942.22
19-Mar-2019,11500.3,11543.85,11451.25,11532.4,326099667,16179.92
20-Mar-2019,11553.35,11556.1,11503.1,11521.05,366298049,18311.44
22-Mar-2019,11549.2,11572.8,11434.55,11456.9,386193935,19755.74
25-Mar-2019,11395.65,11395.65,11311.6,11354.25,294459196,14101.14
26-Mar-2019,11375.2,11496.75,11352.45,11483.25,282575496,14611.68
27-Mar-2019,11531.45,11546.2,11413,11445.05,350446089,18356.52
28-Mar-2019,11463.65,11588.5,11452.45,11570,527678809,25719.65
29-Mar-2019,11625.45,11630.35,11570.15,11623.9,416276981,20515.25
01-Apr-2019,11665.2,11738.1,11644.75,11669.15,379572660,18977.99
02-Apr-2019,11711.55,11729.35,11655.85,11713.2,386131413,18673.7
03-Apr-2019,11735.3,11761,11629.15,11643.95,365760070,19050.95
04-Apr-2019,11660.2,11662.55,11559.2,11598,349029830,19713.01
05-Apr-2019,11638.4,11689.65,11609.5,11665.95,266665797,15000.35
08-Apr-2019,11704.35,11710.3,11549.1,11604.5,260932608,14203.96
09-Apr-2019,11612.05,11683.9,11569.7,11671.95,300467538,15984.39
10-Apr-2019,11646.85,11680.05,11571.75,11584.3,359941110,22258.46
11-Apr-2019,11592.55,11606.7,11550.55,11596.7,279775726,14332.2
12-Apr-2019,11612.85,11657.35,11578.8,11643.45,246006184,13598.61
15-Apr-2019,11667,11704.6,11648.25,11690.35,289996075,15635.79
16-Apr-2019,11736.2,11810.95,11731.55,11787.15,354315040,17585.48
18-Apr-2019,11856.15,11856.15,11738.5,11752.8,339653709,18271.27
22-Apr-2019,11727.05,11727.05,11583.95,11594.45,260356055,13754.12
23-Apr-2019,11612.95,11645.95,11564.8,11575.95,272544486,14500.53
24-Apr-2019,11601.5,11740.85,11578.85,11726.15,335196513,17046.66
25-Apr-2019,11735.7,11796.75,11624.3,11641.8,604360395,28254.3
26-Apr-2019,11683.75,11762.9,11661.75,11754.65,333483764,18098.83
30-Apr-2019,11748.75,11756.25,11655.9,11748.15,532630874,23324.98
02-May-2019,11725.55,11789.3,11699.55,11724.75,380278045,17790.06
03-May-2019,11722.6,11770.9,11699.35,11712.25,305519934,15156.32
06-May-2019,11605.8,11632.55,11571.35,11598.25,299046480,14703.42
07-May-2019,11651.5,11657.05,11484.45,11497.9,337495624,16632.84
08-May-2019,11478.7,11479.1,11346.95,11359.45,372826025,17440.01
09-May-2019,11322.4,11357.6,11255.05,11301.8,373028059,17602.86
10-May-2019,11314.15,11345.8,11251.05,11278.9,387323416,18085.19
13-May-2019,11258.7,11300.2,11125.6,11148.2,357586433,16722.91
14-May-2019,11151.65,11294.75,11108.3,11222.05,398122725,19906.38
15-May-2019,11271.7,11286.8,11136.95,11157,414174258,17931.75
16-May-2019,11180.35,11281.55,11143.35,11257.1,350734572,15629.57
17-May-2019,11261.9,11426.15,11259.85,11407.15,412109200,20177.63
20-May-2019,11651.9,11845.2,11591.7,11828.25,452096261,25223.78
21-May-2019,11863.65,11883.55,11682.8,11709.1,381038129,20324.67
22-May-2019,11727.95,11784.8,11682.4,11737.9,355870667,19582.41
23-May-2019,11901.3,12041.15,11614.5,11657.05,569030654,31180.08
24-May-2019,11748,11859,11658.1,11844.1,374637415,20028.49
27-May-2019,11855.5,11957.15,11812.4,11924.75,348356214,17735.36
28-May-2019,11958.35,11958.55,11864.9,11928.75,598308334,28833.54
29-May-2019,11905.8,11931.9,11836.8,11861.1,318068673,15985.92
30-May-2019,11865.3,11968.55,11859.4,11945.9,421199867,20261.85
31-May-2019,11999.8,12039.25,11829.45,11922.8,438879129,22789
03-Jun-2019,11953.75,12103.05,11920.1,12088.55,315296955,17451.36
04-Jun-2019,12052.65,12095.2,12005.85,12021.65,289221904,15308.28
06-Jun-2019,12039.8,12039.8,11830.25,11843.75,415206942,21144.77
07-Jun-2019,11865.2,11897.5,11769.5,11870.65,302455910,14939.4
10-Jun-2019,11934.9,11975.05,11871.75,11922.7,303329445,13125.41
11-Jun-2019,11959.85,12000.35,11904.35,11965.6,332181958,15392.28
12-Jun-2019,11962.45,11962.45,11866.35,11906.2,283718253,14120.17
13-Jun-2019,11873.9,11931.35,11817.05,11914.05,447901993,18680.91
14-Jun-2019,11910.1,11911.85,11797.7,11823.3,390294634,16226.57
17-Jun-2019,11844,11844.05,11657.75,11672.15,295528399,13851.67
18-Jun-2019,11677.05,11727.2,11641.15,11691.5,365525622,16120.69
19-Jun-2019,11744.45,11802.5,11625.1,11691.45,446933027,18722.71
20-Jun-2019,11653.65,11843.5,11635.05,11831.75,442016954,18839.11
21-Jun-2019,11827.6,11827.95,11705.1,11724.1,468430388,23346.13
24-Jun-2019,11725.8,11754,11670.2,11699.65,277620788,12631.38
25-Jun-2019,11681,11814.4,11651,11796.45,300476353,13822.83
26-Jun-2019,11768.15,11871.85,11757.55,11847.55,327885018,14650.89
27-Jun-2019,11860.85,11911.15,11821.05,11841.55,480169350,23300.3
28-Jun-2019,11861.15,11871.7,11775.5,11788.85,303888701,15191.9
01-Jul-2019,11839.9,11884.65,11830.8,11865.6,278415889,12874.96
02-Jul-2019,11890.3,11917.45,11814.7,11910.3,363197036,13615.94
03-Jul-2019,11932.15,11945.2,11887.05,11916.75,340527508,14290.33
04-Jul-2019,11928.8,11969.25,11923.65,11946.75,333595172,14758.87
05-Jul-2019,11964.75,11981.75,11797.9,11811.15,530720039,18871.99
08-Jul-2019,11770.4,11771.9,11523.3,11558.6,464029444,19146.25
09-Jul-2019,11531.6,11582.55,11461,11555.9,442520253,21577.95
10-Jul-2019,11536.15,11593.7,11475.65,11498.9,337571014,16098.53
11-Jul-2019,11561.45,11599,11519.5,11582.9,317257578,14586.2
12-Jul-2019,11601.15,11639.55,11538.6,11552.5,359421182,16947.57
15-Jul-2019,11614.75,11618.4,11532.3,11588.35,368788782,15835.99
16-Jul-2019,11596.65,11670.05,11573.95,11662.6,480156167,15967.91
17-Jul-2019,11670.75,11706.65,11651.15,11687.5,464827734,15250.5
18-Jul-2019,11675.6,11677.15,11582.4,11596.9,498258158,16684.03
19-Jul-2019,11627.95,11640.35,11399.3,11419.25,446049198,17326.4
22-Jul-2019,11392.85,11398.15,11301.25,11346.2,516044335,19304.23
23-Jul-2019,11372.25,11398.15,11302.8,11331.05,458931191,19199.32
24-Jul-2019,11322.45,11359.75,11229.8,11271.3,413202832,18353.13
25-Jul-2019,11290.4,11361.4,11239.35,11252.15,553676897,24329.21
26-Jul-2019,11247.45,11307.6,11210.05,11284.3,522670420,20350.38
29-Jul-2019,11307.5,11310.95,11152.4,11189.2,482862376,18705.92
30-Jul-2019,11213.7,11267.45,11072.65,11085.4,479059399,20545.71
31-Jul-2019,11034.05,11145.3,10999.4,11118,536694278,23681.22
01-Aug-2019,11060.2,11076.75,10881,10980,499918953,21048.32
02-Aug-2019,10930.3,11080.15,10848.95,10997.35,547416246,23972.04
05-Aug-2019,10895.8,10895.8,10782.6,10862.6,506556609,20824.1
06-Aug-2019,10815.4,11018.55,10813.8,10948.25,517891491,21676.4
07-Aug-2019,10958.1,10975.65,10835.9,10855.5,548465787,21228.28
08-Aug-2019,10899.2,11058.05,10842.95,11032.45,482471622,20667.6
09-Aug-2019,11087.9,11181.45,11062.8,11109.65,538063563,21092.05
13-Aug-2019,11139.4,11145.9,10901.6,10925.85,624634647,24790.67
14-Aug-2019,11003.25,11078.15,10935.6,11029.4,511541716,19712.81
16-Aug-2019,11043.65,11068.65,10924.3,11047.8,470909918,19281.91
19-Aug-2019,11094.8,11146.9,11037.85,11053.9,369493161,14120.35
20-Aug-2019,11063.9,11076.3,10985.3,11017,444715679,16915.96
21-Aug-2019,11018.15,11034.2,10906.65,10918.7,557867906,16747.99
22-Aug-2019,10905.3,10908.25,10718.3,10741.35,668193449,18764.38
23-Aug-2019,10699.6,10862.55,10637.15,10829.35,667079625,20983.75
26-Aug-2019,11000.3,11070.3,10756.55,11057.85,684141923,22375.99
27-Aug-2019,11106.55,11141.75,11049.5,11105.35,685551267,27413.16
28-Aug-2019,11101.3,11129.65,10987.65,11046.1,549954696,16739.43
29-Aug-2019,10996.05,11021.1,10922.4,10948.3,649876160,20127.77
30-Aug-2019,10987.8,11042.6,10874.8,11023.25,628154431,21057.31
03-Sep-2019,10960.95,10967.5,10772.7,10797.9,483038985,16595.6
04-Sep-2019,10790.4,10858.75,10746.35,10844.65,508784352,19195.1
05-Sep-2019,10860.95,10920.1,10816,10847.9,595699267,18279.88
06-Sep-2019,10883.8,10957.05,10867.45,10946.2,497214445,18167.78
09-Sep-2019,10936.7,11028.85,10889.8,11003.05,412471067,14762.07
11-Sep-2019,11028.5,11054.8,11011.65,11035.7,687140326,19550.59
12-Sep-2019,11058.3,11081.75,10964.95,10982.8,551436050,17510.17
13-Sep-2019,10986.8,11084.45,10945.75,11075.9,624305151,18012.76
16-Sep-2019,10994.85,11052.7,10968.2,11003.5,434449776,15786.17
17-Sep-2019,11000.1,11000.1,10796.5,10817.6,482013044,17721.93
18-Sep-2019,10872.8,10885.15,10804.85,10840.65,519155072,16784.43
19-Sep-2019,10845.2,10845.2,10670.25,10704.8,642599183,16642.83
20-Sep-2019,10746.8,11381.9,10691,11274.2,1356767450,54081.53
23-Sep-2019,11542.7,11694.85,11471.35,11600.2,882826741,40005.01
24-Sep-2019,11590.7,11655.05,11539.2,11588.2,651722255,26930.07
25-Sep-2019,11564.85,11564.95,11416.1,11440.2,629054640,25266.24
26-Sep-2019,11469.85,11610.85,11466.35,11571.2,844465614,30707.84
27-Sep-2019,11556.35,11593.6,11499.75,11512.4,650017280,19036.94
30-Sep-2019,11491.15,11508.25,11390.8,11474.45,756848686,23748.07
